treeid,featureid,icon,lat,lon,Common name,Scientific name,Height class,Diameter at breast height,Age class,Canopy radius,Tree Asset Value, Scientific name,Additional taxonomy,Tree information
944,258887,014368,41.789045879,-87.600426071,Oak-Bur,,Large,18.7 in.,Mature,20 ft.,"$7,720.77",Quercus macrocarpa,,
945,258888,478ba3,41.789096667,-87.600192218,Hawthorn,Crataegus sp,Medium,"4.5 in., 4.2 in., 3.6 in., 3.2 in.",Semi-mature,8 ft.,$963.43,,,
946,258889,014368,41.789279574,-87.601095538,Hawthorn,Crataegus sp,Medium,"7.1 in., 6 in.",Mature,15 ft.,"$1,362.74",,,
947,258890,548931,41.789291382,-87.601043701,Arborvitae-Eastern,,Medium,3.5 in.,Young,4 ft.,$220.79,Thuja occidentalis,,
948,258891,548931,41.789333344,-87.601043701,Serviceberry,Amelanchier sp,Small,"2 in., 2 in., 1.5 in., 1.5 in., 1.5 in.",Young,8 ft.,$325.66,,,
949,258892,548931,41.789360046,-87.601066589,Serviceberry,Amelanchier sp,Medium,"3.1 in., 3 in., 2.6 in.",Young,8 ft.,$560.14,,,
950,258893,478ba3,41.789360046,-87.601142883,Oak-Black,Quercus velutina,Medium,13.4 in.,Semi-mature,20 ft.,"$3,398.13",,,
1983,258921,014368,41.788026117,-87.602542409,Linden-American,,Medium,16.8 in.,Mature,25 ft.,"$6,231.55",Tilia americana,,
1984,258922,014368,41.787944712,-87.602554218,Linden-American,,Medium,19 in.,Mature,25 ft.,"$7,970.49",Tilia americana,,
1985,258923,014368,41.787944794,-87.602386475,Linden-American,,Medium,16.7 in.,Mature,25 ft.,"$6,157.59",Tilia americana,,
1986,258924,014368,41.788047785,-87.6023703,Linden-American,,Medium,16.5 in.,Mature,25 ft.,"$6,010.98",Tilia americana,,
1987,258925,478ba3,41.78811264,-87.602348328,Redbud-Eastern,Cercis canadensis,Small,"5 in., 5 in., 2 in.",Semi-mature,10 ft.,"$1,192.26",,,
1988,258926,478ba3,41.78811264,-87.602302551,Redbud-Eastern,Cercis canadensis,Small,"5.4 in., 5.2 in., 5 in.",Semi-mature,10 ft.,"$1,280.58",,,
1989,258927,478ba3,41.788116455,-87.602249146,Redbud-Eastern,Cercis canadensis,Small,"8.6 in., 5 in., 4 in., 4 in.",Semi-mature,10 ft.,"$2,065.32",,,
1991,258928,478ba3,41.788078308,-87.602203369,Magnolia-Saucer,,Medium,"7.2 in., 6.8 in.",Semi-mature,10 ft.,"$1,856.14",Magnolia x soulangiana,,
1992,258929,478ba3,41.788024902,-87.60218811,Burning Bush,Euonymus alatus,Small,6.5 in.,Semi-mature,8 ft.,$666.31,,,
1993,258930,014368,41.787940979,-87.60219574,Crabapple,Malus sp,Medium,"13.5 in., 12 in.",Mature,15 ft.,"$7,203.24",,,
1994,258931,478ba3,41.787940979,-87.602302551,Arborvitae-Eastern,,Small,"3 in., 3 in.",Semi-mature,6 ft.,"$1,816.78",Thuja occidentalis,,
1995,258932,014368,41.787799835,-87.602302551,Ash-Green,Fraxinus pennsylvanica,Medium,16 in.,Mature,20 ft.,"$2,422.37",,,
1996,258933,478ba3,41.787799835,-87.602157593,Ash-Green,Fraxinus pennsylvanica,Medium,11.8 in.,Semi-mature,15 ft.,"$2,195.91",,,
1998,258934,478ba3,41.787841797,-87.602035522,Burning Bush,Euonymus alatus,Small,"3 in., 3 in.",Semi-mature,6 ft.,"$2,781.94",,,
1999,258935,478ba3,41.78780365,-87.601966858,Ash-Green,Fraxinus pennsylvanica,Medium,12.5 in.,Semi-mature,15 ft.,"$2,464.16",,,
2000,258936,478ba3,41.787807465,-87.601799011,Maple-Norway,Acer platanoides,Medium,12.4 in.,Semi-mature,15 ft.,"$1,247.09",,,
2174,258937,478ba3,41.790802002,-87.601966858,Oak-English,,Medium,9.2 in.,Semi-mature,6 ft.,"$1,601.79",Quercus robur,,
2175,258938,478ba3,41.790843964,-87.601966858,Oak-English,,Medium,7.4 in.,Semi-mature,6 ft.,"$1,036.32",Quercus robur,,
2176,258939,478ba3,41.790874481,-87.601959229,Oak-English,,Medium,6.2 in.,Semi-mature,6 ft.,$727.47,Quercus robur,,
2177,258940,478ba3,41.790916443,-87.601966858,Oak-English,,Medium,5.4 in.,Semi-mature,6 ft.,$551.85,Quercus robur,,
2178,258941,478ba3,41.791080475,-87.601882935,Serviceberry,Amelanchier sp,Small,"2 in., 2 in., 2 in., 2 in., 2 in., 2 in.",Semi-mature,6 ft.,"$1,589.68",,,
2179,258942,014368,41.790852676,-87.601809881,Pear-Callery,,Medium,20 in.,Mature,20 ft.,"$6,308.26",Pyrus calleryana,,
2180,258943,478ba3,41.790870667,-87.601737976,Pear-Callery,,Medium,13.2 in.,Semi-mature,20 ft.,"$2,747.88",Pyrus calleryana,,
2181,258944,478ba3,41.790897369,-87.6016922,Pear-Callery,,Medium,12 in.,Semi-mature,20 ft.,"$2,270.97",Pyrus calleryana,,
2182,258945,014368,41.790901184,-87.601631165,Pear-Callery,,Medium,15 in.,Mature,20 ft.,"$3,548.40",Pyrus calleryana,,
2183,258946,478ba3,41.790668488,-87.601821899,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,11.5 in.,Semi-mature,20 ft.,"$2,919.94",,,
2184,258947,478ba3,41.790733627,-87.60172843,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,12.3 in.,Semi-mature,20 ft.,"$3,340.32",,,
2185,258948,478ba3,41.79067294,-87.601640784,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,5.5 in.,Semi-mature,10 ft.,$667.89,,,
2186,258949,478ba3,41.790711041,-87.601502051,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,13.4 in.,Semi-mature,20 ft.,"$3,964.49",,,
2187,258950,478ba3,41.790730713,-87.601476105,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,13.2 in.,Semi-mature,20 ft.,"$3,847.03",,,
2188,258951,478ba3,41.790603655,-87.60147109,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,8 in.,Semi-mature,10 ft.,"$1,413.05",,,
2189,258952,478ba3,41.790523529,-87.601448059,Crabapple,Malus sp,Small,"8 in., 7.8 in., 3 in.",Semi-mature,10 ft.,"$2,955.04",,,
2191,258953,478ba3,41.790604604,-87.601638169,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,5.5 in.,Semi-mature,10 ft.,$667.89,,,
2192,258954,478ba3,41.790551049,-87.601721726,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,13.5 in.,Semi-mature,20 ft.,"$4,023.88",,,
2193,258955,478ba3,41.790570894,-87.601795179,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,5.3 in.,Semi-mature,10 ft.,$620.20,,,
2194,258956,478ba3,41.790542769,-87.601863742,Serviceberry,Amelanchier sp,Small,"2 in., 2 in., 2 in., 2 in.",Semi-mature,6 ft.,"$1,059.79",,,
2195,258957,478ba3,41.790718079,-87.602279663,Crabapple,Malus sp,Small,7.2 in.,Semi-mature,8 ft.,"$1,144.57",,,
2196,258958,478ba3,41.790682955,-87.602250368,Crabapple,Malus sp,Small,5.5 in.,Semi-mature,8 ft.,$667.89,,,
2197,258959,478ba3,41.790682138,-87.602191981,Crabapple,Malus sp,Small,6.4 in.,Semi-mature,10 ft.,$904.35,,,
2198,258960,478ba3,41.790663873,-87.602151766,Oak-Northern Red,,Medium,7.2 in.,Semi-mature,10 ft.,"$1,144.57",Quercus rubra,,
2199,258961,478ba3,41.790592285,-87.602202317,Oak-Northern Red,,Medium,7.4 in.,Semi-mature,10 ft.,"$1,209.04",Quercus rubra,,
2200,258962,478ba3,41.790590081,-87.602116037,Oak-Northern Red,,Medium,6.3 in.,Semi-mature,10 ft.,$876.31,Quercus rubra,,
833,258963,478ba3,41.787823629,-87.599771453,Maple-Norway,Acer platanoides,Medium,12.5 in.,Semi-mature,20 ft.,"$2,957.00",,,
834,258964,014368,41.787824931,-87.599876415,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,19.3 in.,Mature,25 ft.,"$8,224.17",,,
835,258965,014368,41.787826538,-87.600006104,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,18.9 in.,Mature,25 ft.,"$7,886.81",,,
836,258966,014368,41.787952871,-87.600116266,Hawthorn-Downy,Crataegus mollis,Small,10 in.,Mature,10 ft.,"$1,577.07",,,
837,258967,548931,41.78811264,-87.599525452,Crabapple,Malus sp,Small,3.3 in.,Young,6 ft.,$240.44,,,
838,258968,548931,41.788108826,-87.599441528,Crabapple,Malus sp,Small,3 in.,Young,6 ft.,$198.71,,,
839,258969,548931,41.78811264,-87.599349976,Crabapple,Malus sp,Small,3 in.,Young,6 ft.,$198.71,,,
840,258970,548931,41.788343008,-87.599300887,Dogwood-Flowering,Cornus florida,Small,"3 in., 2 in., 2 in., 2 in., 2 in.",Young,6 ft.,$236.56,,,
841,258971,548931,41.788443898,-87.599287308,Dogwood-Flowering,Cornus florida,Small,"3 in., 2 in., 2 in., 1 in., 1 in.",Young,6 ft.,$179.79,,,
842,258972,548931,41.788584145,-87.599161223,Magnolia-Saucer,,Small,3 in.,Young,6 ft.,$121.66,Magnolia x soulangiana,,
843,258973,014368,41.788743262,-87.598974253,Redbud-Eastern,Cercis canadensis,Small,"8.5 in., 6.1 in.",Mature,8 ft.,"$1,726.26",,,
844,258974,478ba3,41.788628177,-87.599275917,Hawthorn,Crataegus sp,Small,"7.3 in., 4.2 in., 4 in.",Semi-mature,10 ft.,"$1,919.32",,,
845,258975,014368,41.788769827,-87.599370629,Redbud-Eastern,Cercis canadensis,Small,12.3 in.,Mature,10 ft.,"$2,385.94",,,
846,258976,014368,41.788763443,-87.599384314,Magnolia-Saucer,,Small,"7.9 in., 5.5 in., 5 in.",Mature,10 ft.,"$2,226.69",Magnolia x soulangiana,,
847,258977,478ba3,41.788729355,-87.599414885,Magnolia-Saucer,,Small,"3 in., 3 in.",Semi-mature,6 ft.,$340.65,Magnolia x soulangiana,,
849,258978,478ba3,41.788895606,-87.599473217,Hawthorn,Crataegus sp,Small,"6.1 in., 3.5 in.",Semi-mature,10 ft.,$780.02,,,
850,258979,014368,41.788908653,-87.599538021,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,22 in.,Mature,25 ft.,"$10,686.19",,,
851,258980,014368,41.788995441,-87.599534388,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,16.3 in.,Mature,25 ft.,"$5,866.15",,,
852,258981,478ba3,41.789018002,-87.599479813,Hawthorn,Crataegus sp,Small,"6 in., 5 in.",Semi-mature,10 ft.,"$2,693.63",,,
853,258982,014368,41.789063492,-87.599549069,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,40.2 in.,Mature,35 ft.,"$16,609.93",,,
854,258983,014368,41.789123591,-87.599969333,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,26.4 in.,Mature,30 ft.,"$15,388.12",,,
855,258984,014368,41.789081851,-87.600077087,Hawthorn,Crataegus sp,Small,11 in.,Mature,15 ft.,"$2,671.55",,,
856,258985,014368,41.789093982,-87.599231501,Hawthorn,Crataegus sp,Medium,12.6 in.,Mature,20 ft.,"$3,505.25",,,
857,258986,014368,41.788948508,-87.599758226,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,24.6 in.,Mature,30 ft.,"$13,361.27",,,
858,258987,478ba3,41.788867727,-87.599860736,Yellowwood-American,Cladrastis lutea,Medium,6.8 in.,Semi-mature,10 ft.,"$1,020.93",,,
859,258988,014368,41.788979612,-87.599876516,Yellowwood-American,Cladrastis lutea,Medium,"13.5 in., 12.3 in., 9.9 in.",Mature,25 ft.,"$9,528.15",,,
860,258989,478ba3,41.788819068,-87.599888301,Yellowwood-American,Cladrastis lutea,Medium,14.3 in.,Semi-mature,15 ft.,"$4,514.92",,,
861,258990,014368,41.788631897,-87.600042655,Hawthorn,Crataegus sp,Medium,20.9 in.,Mature,15 ft.,"$6,888.78",,,
848,258991,478ba3,41.788729001,-87.599921156,Magnolia-Saucer,,Small,"3 in., 3 in., 3 in.",Semi-mature,6 ft.,$729.96,Magnolia x soulangiana,,
862,258992,478ba3,41.788445464,-87.599952805,Dogwood-Flowering,Cornus florida,Small,"3 in., 2 in., 2 in.",Semi-mature,6 ft.,$321.72,,,
863,258993,478ba3,41.788331439,-87.599979543,Magnolia-Saucer,,Small,5.5 in.,Semi-mature,8 ft.,$572.47,Magnolia x soulangiana,,
864,258994,478ba3,41.788124473,-87.600040368,Magnolia-Saucer,,Medium,"8 in., 6.3 in.",Semi-mature,10 ft.,"$1,962.31",Magnolia x soulangiana,,
865,258995,548931,41.788108826,-87.599891663,Crabapple,Malus sp,Small,3 in.,Young,6 ft.,$198.71,,,
866,258996,548931,41.788105011,-87.599830627,Crabapple,Malus sp,Small,3 in.,Young,6 ft.,$198.71,,,
867,258997,548931,41.788108826,-87.599739075,Crabapple,Malus sp,Small,3 in.,Young,6 ft.,$198.71,,,
868,258998,014368,41.788225615,-87.599738745,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,25.9 in.,Mature,35 ft.,"$14,810.75",,,
869,258999,014368,41.788223267,-87.599517822,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,26.2 in.,Mature,35 ft.,"$15,155.85",,,
870,259000,014368,41.788330187,-87.599521037,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,32.7 in.,Mature,35 ft.,"$9,895.10",,,
872,259001,014368,41.788494273,-87.599760608,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,26.6 in.,Mature,35 ft.,"$11,158.68",,,
874,259002,014368,41.788576454,-87.599521178,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,30 in.,Mature,35 ft.,"$8,516.15",,,
875,259003,014368,41.787902179,-87.600259447,Hawthorn,Crataegus sp,Small,"10 in., 9.5 in., 7 in.",Mature,15 ft.,"$5,282.38",,,
876,259004,478ba3,41.787837775,-87.600287959,Maple-Norway,Acer platanoides,Medium,12.6 in.,Semi-mature,15 ft.,"$2,146.07",,,
877,259005,478ba3,41.787899175,-87.600379405,Hawthorn-Cockspur,Crataegus crusgalli,Small,"5 in., 2 in., 2 in.",Semi-mature,10 ft.,$832.69,,,
878,259006,014368,41.787945226,-87.600465502,Hawthorn-Downy,Crataegus mollis,Medium,13.5 in.,Mature,15 ft.,"$2,053.00",,,
879,259007,478ba3,41.787839744,-87.600477161,Ash-Green,Fraxinus pennsylvanica,Medium,13.5 in.,Semi-mature,15 ft.,"$2,874.20",,,
880,259008,478ba3,41.78780683,-87.600655467,Serviceberry,Amelanchier sp,Small,4.7 in.,Semi-mature,10 ft.,$348.37,,,
881,259009,014368,41.787807795,-87.600786823,Maple-Norway,Acer platanoides,Medium,15.2 in.,Mature,15 ft.,"$4,372.38",,,
882,259010,014368,41.787857056,-87.600830078,Hawthorn-Downy,Crataegus mollis,Medium,13 in.,Mature,10 ft.,"$1,903.74",,,
883,259011,478ba3,41.787808325,-87.60088322,Hackberry,Celtis occidentalis,Medium,7.5 in.,Semi-mature,10 ft.,"$1,419.36",,,
884,259012,478ba3,41.788021088,-87.601089478,Maple-Amur,Acer ginnala,Small,"6 in., 5.5 in.",Semi-mature,10 ft.,"$1,462.73",,,
885,259013,014368,41.788146973,-87.601112366,Elm-American,,Large,28.4 in.,Mature,30 ft.,"$3,634.28",Ulmus americana,,
886,259014,478ba3,41.788181305,-87.601104736,Maple-Sugar,Acer saccharum,Large,13.6 in.,Semi-mature,20 ft.,"$4,667.10",,,
887,259015,478ba3,41.788272858,-87.601119995,Maple-Sugar,Acer saccharum,Large,14.7 in.,Semi-mature,20 ft.,"$5,452.61",,,
888,259016,014368,41.78842926,-87.601119995,Ash-Green,Fraxinus pennsylvanica,Large,16 in.,Mature,20 ft.,"$4,037.29",,,
889,259017,478ba3,41.788524628,-87.601112366,Ash-Green,Fraxinus pennsylvanica,Medium,11.9 in.,Semi-mature,15 ft.,"$2,233.28",,,
890,259018,014368,41.788646698,-87.601135254,Maple-Sugar,Acer saccharum,Large,15.9 in.,Mature,25 ft.,"$6,379.16",,,
891,259019,478ba3,41.78875351,-87.601135254,Ash-Green,Fraxinus pennsylvanica,Large,14.5 in.,Semi-mature,25 ft.,"$3,315.78",,,
892,259020,478ba3,41.788749695,-87.601142883,Maple-Sugar,Acer saccharum,Medium,12.4 in.,Semi-mature,20 ft.,"$2,771.31",,,
893,259021,014368,41.788993835,-87.601097107,Maple-Amur,Acer ginnala,Medium,"8.2 in., 7.5 in., 6.5 in.",Mature,15 ft.,"$3,659.36",,,
894,259022,478ba3,41.789073944,-87.601135254,Ash-Green,Fraxinus pennsylvanica,Large,14.6 in.,Semi-mature,20 ft.,"$3,361.67",,,
895,259023,478ba3,41.789205718,-87.601122635,Hawthorn-Cockspur,Crataegus crusgalli,Small,"6.5 in., 4.5 in.",Semi-mature,10 ft.,"$1,577.07",,,
896,259024,478ba3,41.789211273,-87.600883484,Serviceberry,Amelanchier sp,Small,"3 in., 3 in., 3 in., 2 in.",Semi-mature,6 ft.,$684.45,,,
897,259025,478ba3,41.789142844,-87.600747629,Hawthorn,Crataegus sp,Medium,"7 in., 6 in., 4.5 in., 4.3 in.",Semi-mature,10 ft.,"$2,732.04",,,
898,259026,478ba3,41.788772583,-87.600776672,Hawthorn,Crataegus sp,Small,"8 in., 7 in., 5 in., 4 in.",Semi-mature,15 ft.,"$3,400.15",,,
1101,259027,478ba3,41.790733012,-87.597970292,Maple-Norway,Acer platanoides,Medium,12 in.,Semi-mature,15 ft.,"$1,167.93",,,
1102,259028,548931,41.790819094,-87.597982029,Maple-Hedge,Acer campestre,Small,3 in.,Young,4 ft.,$198.71,,,
1103,259029,478ba3,41.790875558,-87.597967564,Maple-Sugar,Acer saccharum,Medium,5.9 in.,Semi-mature,10 ft.,$878.36,,,
1104,259030,548931,41.790916658,-87.597971537,Maple-Sugar,Acer saccharum,Small,4.2 in.,Young,6 ft.,$445.11,,,
1105,259031,478ba3,41.790975563,-87.597974268,Maple-Norway,Acer platanoides,Medium,9.6 in.,Semi-mature,10 ft.,"$1,245.79",,,
1106,259032,478ba3,41.791026352,-87.597952672,Maple-Norway,Acer platanoides,Medium,12.3 in.,Semi-mature,15 ft.,"$2,045.09",,,
1107,259033,478ba3,41.791114218,-87.597990951,Maple-Norway,Acer platanoides,Medium,12.2 in.,Semi-mature,15 ft.,"$1,437.12",,,
1108,259034,478ba3,41.791214664,-87.597957263,Maple-Norway,Acer platanoides,Medium,13.5 in.,Semi-mature,15 ft.,"$1,759.71",,,
1109,259035,014368,41.791302756,-87.597995928,Maple-Norway,Acer platanoides,Medium,17.5 in.,Mature,20 ft.,"$2,957.00",,,
1110,259036,548931,41.791375693,-87.597876617,Coffeetree-Kentucky,Gymnocladus dioicus,Small,3 in.,Young,6 ft.,$198.71,,,
1111,259037,548931,41.791367646,-87.597781875,Coffeetree-Kentucky,Gymnocladus dioicus,Small,3 in.,Young,6 ft.,$198.71,,,
1112,259038,548931,41.791378589,-87.597699169,Hackberry,Celtis occidentalis,Small,4 in.,Young,6 ft.,$403.73,,,
1113,259039,548931,41.791367553,-87.597511887,Hackberry,Celtis occidentalis,Small,4 in.,Young,6 ft.,$403.73,,,
1114,259040,548931,41.791368694,-87.597388348,Coffeetree-Kentucky,Gymnocladus dioicus,Small,3 in.,Young,6 ft.,$198.71,,,
1115,259041,478ba3,41.791362862,-87.597180072,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,12.7 in.,Semi-mature,20 ft.,"$3,561.11",,,
1116,259042,478ba3,41.791374628,-87.597078975,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,13.5 in.,Semi-mature,20 ft.,"$4,023.88",,,
1117,259043,478ba3,41.791382064,-87.597007844,Maple-Norway,Acer platanoides,Medium,11.4 in.,Semi-mature,15 ft.,"$1,756.76",,,
1118,259044,014368,41.791382636,-87.596885128,Maple-Silver,Acer saccharinum,Large,26.2 in.,Mature,30 ft.,"$10,825.60",,,
1119,259045,478ba3,41.791370225,-87.596788968,Maple-Norway,Acer platanoides,Medium,11.4 in.,Semi-mature,20 ft.,"$1,756.76",,,
1120,259046,014368,41.791386877,-87.596702849,Ash-Green,Fraxinus pennsylvanica,Large,19 in.,Mature,20 ft.,"$5,693.20",,,
1121,259047,478ba3,41.791320802,-87.596541542,Maple-Norway,Acer platanoides,Medium,13.3 in.,Semi-mature,15 ft.,"$2,391.15",,,
1122,259048,478ba3,41.791225021,-87.596547381,Maple-Norway,Acer platanoides,Medium,12.3 in.,Semi-mature,15 ft.,"$2,045.09",,,
1123,259049,014368,41.791141074,-87.596543804,Maple-Silver,Acer saccharinum,Large,16 in.,Mature,20 ft.,"$4,037.29",,,
1125,259050,478ba3,41.790971567,-87.596539776,Maple-Freeman's,Acer x freemanii,Medium,6.2 in.,Semi-mature,15 ft.,$848.71,,,
1126,259051,478ba3,41.790899018,-87.596532649,Maple-Norway,Acer platanoides,Medium,12 in.,Semi-mature,15 ft.,"$1,946.55",,,
1124,259052,548931,41.79081946,-87.596531372,Oak-Swamp White,Quercus bicolor,Small,3 in.,Young,6 ft.,$227.10,,,
1127,259053,014368,41.790729115,-87.596539633,Maple-Norway,Acer platanoides,Medium,16 in.,Mature,15 ft.,"$3,460.53",,,
1128,259054,478ba3,41.790643123,-87.596538096,Ash-Green,Fraxinus pennsylvanica,Medium,11.6 in.,Semi-mature,15 ft.,"$2,122.10",,,
1129,259055,478ba3,41.790570446,-87.596523071,Plum-Purple Leaf,Prunus cerasifera,Medium,7.6 in.,Semi-mature,15 ft.,$728.73,,,
1132,259057,478ba3,41.790302141,-87.596528343,Maple-Norway,Acer platanoides,Medium,13.1 in.,Semi-mature,15 ft.,"$1,391.86",,,
1131,259058,548931,41.790520641,-87.596522083,Serviceberry,Amelanchier sp,Small,2 in.,Young,4 ft.,$88.32,,,
1133,259059,478ba3,41.790227951,-87.596511,Linden-Littleleaf,,Medium,7.8 in.,Semi-mature,10 ft.,$959.49,Tilia cordata,,
1134,259060,548931,41.790162561,-87.59651254,Elm,Ulmus sp,Medium,4 in.,Young,4 ft.,$353.26,,,
1135,259061,548931,41.790092572,-87.596514025,Elm,Ulmus sp,Medium,4 in.,Young,4 ft.,$353.26,,,
1136,259062,478ba3,41.790021624,-87.596514628,Maple-Norway,Acer platanoides,Medium,7.1 in.,Semi-mature,10 ft.,$681.43,,,
1201,259063,478ba3,41.789483071,-87.597939469,Maple-Norway,Acer platanoides,Medium,11.8 in.,Semi-mature,15 ft.,"$1,882.20",,,
1202,259064,478ba3,41.789410678,-87.597957232,Maple-Norway,Acer platanoides,Medium,9.9 in.,Semi-mature,15 ft.,"$1,324.87",,,
1203,259065,478ba3,41.789355158,-87.597936356,Maple-Norway,Acer platanoides,Medium,11.5 in.,Semi-mature,15 ft.,"$1,787.72",,,
1204,259066,548931,41.789293739,-87.59793718,Maple-Hedge,Acer campestre,Small,3 in.,Young,4 ft.,$198.71,,,
1205,259067,478ba3,41.789229915,-87.597933787,Maple-Norway,Acer platanoides,Medium,11 in.,Semi-mature,15 ft.,"$1,635.64",,,
1206,259068,478ba3,41.789138118,-87.597918719,Maple-Norway,Acer platanoides,Medium,14.1 in.,Semi-mature,15 ft.,"$2,687.45",,,
1207,259069,478ba3,41.789075665,-87.59792399,Elm,Ulmus sp,Medium,6 in.,Semi-mature,10 ft.,$794.84,,,
1208,259070,478ba3,41.789001623,-87.597927039,Ash-White,Fraxinus americana,Medium,10.6 in.,Semi-mature,15 ft.,"$1,518.85",,,
1209,259071,014368,41.78893511,-87.597927385,Planetree-London,,Large,27.3 in.,Mature,30 ft.,"$14,104.45",Platanus x acerifolia,,
1210,259072,478ba3,41.788827608,-87.597913671,Elm,Ulmus sp,Medium,7.5 in.,Semi-mature,10 ft.,"$1,241.94",,,
1211,259073,014368,41.788780761,-87.597922872,Maple-Norway,Acer platanoides,Medium,15.1 in.,Mature,15 ft.,"$3,082.17",,,
1212,259074,478ba3,41.78865749,-87.597916979,Maple-Norway,Acer platanoides,Medium,11.2 in.,Semi-mature,15 ft.,"$2,373.92",,,
1213,259075,478ba3,41.788566171,-87.597902593,Maple-Norway,Acer platanoides,Medium,13 in.,Semi-mature,15 ft.,"$3,198.29",,,
1214,259076,478ba3,41.788492629,-87.597905557,Maple-Norway,Acer platanoides,Medium,10 in.,Semi-mature,15 ft.,"$1,892.48",,,
1215,259077,478ba3,41.788359869,-87.597910018,Maple-Norway,Acer platanoides,Medium,13.2 in.,Semi-mature,15 ft.,"$1,413.19",,,
1216,259078,478ba3,41.788292251,-87.597910694,Maple-Norway,Acer platanoides,Medium,12.5 in.,Semi-mature,15 ft.,"$1,267.28",,,
1217,259079,478ba3,41.788193597,-87.597912631,Maple-Norway,Acer platanoides,Medium,12 in.,Semi-mature,15 ft.,"$1,946.55",,,
1218,259080,478ba3,41.788146356,-87.597904666,Maple-Sugar,Acer saccharum,Medium,9.5 in.,Semi-mature,15 ft.,"$1,626.63",,,
1219,259081,478ba3,41.788040212,-87.597952463,Maple-Sugar,Acer saccharum,Medium,10.2 in.,Semi-mature,15 ft.,"$1,875.18",,,
1220,259082,478ba3,41.787993313,-87.597908393,Maple-Sugar,Acer saccharum,Medium,5 in.,Semi-mature,8 ft.,$630.83,,,
1221,259083,478ba3,41.787926506,-87.59791766,Maple-Sugar,Acer saccharum,Medium,5.6 in.,Semi-mature,8 ft.,$791.31,,,
1222,259084,478ba3,41.787851233,-87.597735162,Maple-Norway,Acer platanoides,Medium,13 in.,Semi-mature,20 ft.,"$2,284.49",,,
1223,259085,478ba3,41.787843964,-87.597604935,Maple-Norway,Acer platanoides,Medium,12.6 in.,Semi-mature,20 ft.,"$2,146.07",,,
1224,259086,478ba3,41.787856554,-87.597540081,Maple-Norway,Acer platanoides,Medium,12 in.,Semi-mature,20 ft.,"$1,946.55",,,
1225,259087,478ba3,41.787853631,-87.59743256,Maple-Norway,Acer platanoides,Medium,9.5 in.,Semi-mature,20 ft.,"$1,219.97",,,
1226,259088,478ba3,41.787848959,-87.597370546,Maple-Norway,Acer platanoides,Medium,10.2 in.,Semi-mature,15 ft.,"$1,406.38",,,
1227,259089,478ba3,41.787855174,-87.597274319,Elm,Ulmus sp,Medium,4.2 in.,Semi-mature,8 ft.,$389.47,,,
1228,259090,478ba3,41.787859687,-87.59716324,Maple-Hedge,Acer campestre,Medium,7 in.,Semi-mature,10 ft.,"$1,081.87",,,
1229,259091,478ba3,41.787862631,-87.596924183,Maple-Hedge,Acer campestre,Medium,7.8 in.,Semi-mature,10 ft.,"$1,343.28",,,
1230,259092,478ba3,41.787872433,-87.596826603,Maple-Hedge,Acer campestre,Medium,7.2 in.,Semi-mature,10 ft.,"$1,144.57",,,
1231,259093,014368,41.787868939,-87.596746798,Maple-Norway,Acer platanoides,Medium,20.5 in.,Mature,25 ft.,"$5,680.81",,,
1232,259094,478ba3,41.787876361,-87.596650698,Maple-Hedge,Acer campestre,Medium,6.2 in.,Semi-mature,10 ft.,$848.71,,,
1233,259095,478ba3,41.787861464,-87.596543365,Maple-Hedge,Acer campestre,Medium,7.4 in.,Semi-mature,10 ft.,"$1,209.04",,,
1234,259096,014368,41.787993416,-87.596472835,Maple-Silver,Acer saccharinum,Large,31.2 in.,Mature,30 ft.,"$15,048.57",,,
1235,259097,014368,41.788257269,-87.596480927,Maple-Silver,Acer saccharinum,Large,28.1 in.,Mature,30 ft.,"$8,894.76",,,
1236,259098,014368,41.788305997,-87.596472976,Maple-Silver,Acer saccharinum,Large,25.4 in.,Mature,30 ft.,"$7,267.57",,,
1237,259099,478ba3,41.788462158,-87.596494189,Maple-Hedge,Acer campestre,Small,5.7 in.,Semi-mature,8 ft.,$717.34,,,
